Marka,Model,KM,Yakit,Yil,Fiyat
skoda,octavia,188570,dizel,2015,980000
fiat,egea,162500,dizel,2018,645000
fiat,egea,141495,dizel,2018,650000
hyundai,getz,232719,dizel,2008,380000
dacia,sandero,116198,dizel,2017,795000
volkswagen,polo,50407,dizel,2019,975000
skoda,scala,68108,dizel,2020,893000
citroen,c-elysée,29081,dizel,2022,776000
citroen,c-elysée,34148,dizel,2022,790000
fiat,egea,69941,dizel,2019,730000
fiat,doblo,115000,dizel,2018,659750
fiat,doblo,21129,dizel,2022,716000
skoda,octavia,154000,dizel,2016,940750
dacia,duster,70000,dizel,2016,819000
opel,crossland,23488,dizel,2022,1129000
opel,astra,35000,dizel,2017,949750
opel,corsa,89000,dizel,2011,529750
mitsubishi,l200,165000,dizel,2017,834750
fiat,egea,124000,dizel,2015,689750
ford,kuga,117000,dizel,2020,1415000
opel,grandland,100552,dizel,2020,1245000
jeep,renegade,87303,dizel,2020,1175000
opel,astra,125372,dizel,2016,725000
opel,combo,72014,dizel,2019,799000
opel,astra,144066,dizel,2017,799000
ford,ranger,110000,dizel,2016,1100000
ford,c-max,109000,dizel,2012,719000
fiat,500l,120592,dizel,2015,710000
nissan,qashqai,50760,benzin,2016,940000
honda,jazz,63770,benzin,2016,760000
vw,tiguan,53227,benzin,2014,1080000
toyota,yaris,19678,hibrit ,2020,1120000
ford,kuga,100495,benzin,2015,860000
mercedes-benz,b-class,65362,benzin,2012,1160000
renault,mégane,42931,dizel,2020,1170000
audi,a3,101903,dizel,2016,1120000
renault,clio,62337,benzin,2017,590000
vw,golf,99314,benzin,2012,710000
bmw,series,75142,dizel,2016,1130000
vw,passat,71974,benzin,2018,1190000
seat,arona,37263,benzin,2021,930000
ford,fiesta,95780,benzin,2014,705000
nissan,x-trail,121620,dizel,2015,935000
fiat,linea,153391,dizel,2017,566000
vw,golf,56236,dizel,2019,1125000
fiat,egea,8756,hibrit ,2022,1000000
citroën,c3,22951,benzin,2020,670000
peugeot,peugeot,84404,dizel,2020,1185000
suzuki,swift,30953,hibrit ,2021,820000
renault,mégane,35855,dizel,2022,1115000
suzuki,vitara,11698,hibrit ,2022,1100000
jeep,compass,41335,benzin,2020,1300000
vw,polo,68014,benzin,2016,735000
suzuki,baleno,40500,benzin,2017,685000
kia,cerato,112876,dizel,2018,825000
seat,ateca,130509,benzin,2017,1050000
seat,arona,13921,benzin,2022,1040000
renault,captur,45130,dizel,2020,1040000
citroën,c4,41720,benzin,2021,1025000
bmw,x1,79178,benzin,2014,1110000
škoda,karoq,103344,benzin,2018,1070000
volvo,s60,78959,benzin,2018,1280000
seat,león,32831,dizel,2019,965000
toyota,corolla,17545,benzin,2021,1090000
toyota,corolla,46250,benzin,2020,930000
suzuki,swift,115208,benzin,2016,610000
dacia,duster,43271,benzin,2019,795000
vw,passat,71057,benzin,2015,1010000
hyundai,i20,19810,benzin,2017,700000
opel,x,114042,dizel,2017,980000
ford,fiesta,39883,benzin,2017,625000
peugeot,308,29866,benzin,2020,1027000
vw,beetle,67823,benzin,2016,1070000
seat,león,63142,benzin,2020,1140000
hyundai,i20,106820,benzin,2015,605000
vw,t-roc,33453,benzin,2020,1380000
alfa,giulietta,59830,dizel,2018,935000
suzuki,jimny,18811,benzin,2021,1440000
opel,x,89663,dizel,2015,870000
toyota,corolla,41987,benzin,2022,1025000
vw,passat,81275,benzin,2016,1240000
toyota,corolla,109580,benzin/lpg,2015,810000
toyota,verso,51577,dizel,2016,996000
honda,civic,58907,dizel,2019,1115000
opel,corsa,67011,benzin,2012,600000
subaru,xv,29223,benzin,2020,1270000
audi,a3,70173,benzin,2017,1130000
kia,ceed,92539,dizel,2017,965000
mini,countryman,98361,dizel,2018,1350000
ford,focus,31644,dizel,2019,1135000
opel,corsa,41148,benzin,2017,715000
nissan,qashqai,37579,benzin,2018,1100000
renault,mégane,118569,dizel,2020,870000
vw,beetle,141761,benzin,2014,840000
peugeot,208,110154,dizel,2016,692000
vw,scirocco,100216,benzin,2016,1040000
kia,ceed,23981,hibrit ,2022,1050000
vw,tiguan,68350,benzin,2016,1280000
opel,x,86497,benzin,2017,915000
peugeot,peugeot,84045,benzin,2020,940000
fiat,egea,27615,benzin,2021,840000
toyota,corolla,64281,benzin,2020,955000
peugeot,308,96860,dizel,2015,670000
toyota,c-hr,41476,hibrit ,2020,1255000
ford,focus,59735,dizel,2019,1120000
renault,mégane,93897,dizel,2016,1080000
renault,clio,110246,dizel,2019,825000
renault,clio,86834,dizel,2019,850000
hyundai,i20,55846,benzin,2015,750000
renault,clio,31897,benzin,2020,830000
peugeot,peugeot,85245,benzin,2020,1250000
nissan,qashqai,94966,dizel,2016,1070000
ford,fiesta,103323,benzin,2014,716000
chevrolet,captiva,150555,dizel,2013,910000
renault,mégane,91880,dizel,2018,950000
renault,clio,56068,benzin,2020,863000
toyota,yaris,145248,dizel,2012,630000
honda,civic,68352,dizel,2018,1070000
hyundai,i30,112191,dizel,2017,900000
fiat,500,33233,benzin,2020,860000
vw,jetta,125134,benzin,2013,745000
ford,focus,52195,benzin,2016,879000
fiat,egea,22300,benzin,2020,734000
opel,astra,38148,benzin,2020,850000
renault,mégane,105899,dizel,2017,850000
hyundai,kona,28299,benzin,2020,1187000
citroën,aircross,11455,benzin,2022,1090000
citroën,aircross,35996,dizel,2021,1070000
hyundai,tucson,47495,benzin,2017,1090000
suzuki,swift,34302,benzin,2020,810000
opel,astra,87813,dizel,2018,990000
škoda,rapid,112638,dizel,2017,850000
peugeot,peugeot,58477,benzin,2016,1250000
suzuki,vitara,19824,hibrit ,2021,1135000
ssangyong,korando,18954,benzin,2021,1240000
nissan,juke,59594,benzin,2017,878000
opel,corsa,83862,dizel,2016,735000
dacia,duster,61445,benzin,2021,880000
toyota,corolla,14410,benzin,2022,1060000
ford,mondeo,104074,benzin,2016,1025000
ford,kuga,36817,benzin,2015,950000
ford,focus,104580,benzin,2015,720000
kia,sportage,62322,benzin,2017,1080000
vw,tiguan,115039,benzin,2016,1314000
škoda,fabia,126846,benzin,2016,635000
kia,rio,41613,benzin,2014,618000
fiat,egea,87414,dizel,2020,680000
renault,fluence,154979,dizel,2016,680000
audi,a1,91624,dizel,2014,900000
bmw,series,110878,benzin,2014,1520000
renault,mégane,138384,dizel,2018,920000
mercedes-benz,a-class,99907,benzin,2016,1220000
dacia,sandero,40642,benzin,2020,580000
mercedes-benz,c-class,139773,benzin,2014,1400000
audi,a3,34366,benzin,2019,1165000
kia,sportage,48848,dizel,2019,1300000
jeep,renegade,89629,benzin,2015,970000
ford,mondeo,86695,benzin,2016,1174000
ford,kuga,74740,benzin,2015,920000
opel,astra,74861,benzin/lpg,2019,875000
fiat,egea,112762,dizel,2018,720000
opel,astra,85377,dizel,2015,748000
ford,kuga,85023,dizel,2017,1220000
dacia,sandero,65284,benzin/lpg,2021,800000
kia,stonic,22919,benzin,2021,1010000
fiat,egea,21978,dizel,2021,984000
toyota,c-hr,41514,hibrit ,2017,1040000
bmw,x1,71995,benzin,2013,1230000
ford,focus,90663,benzin,2019,1080000
fiat,500x,14275,benzin,2020,1180000
opel,astra,111202,dizel,2016,850000
vw,golf,48885,benzin,2016,1027000
vw,beetle,91612,benzin,2016,1070000
ssangyong,korando,43479,benzin,2021,1320000
vw,polo,57077,benzin,2015,730000
opel,corsa,37216,benzin,2019,827000
nissan,qashqai,6306,benzin,2016,1070000
nissan,qashqai,48185,dizel,2020,1280000
opel,x,51590,benzin,2021,1080000
peugeot,peugeot,74279,dizel,2018,1250000
ford,focus,76461,dizel,2019,1020000
toyota,auris,92718,hibrit ,2017,915000
opel,astra,20097,benzin,2019,880000
seat,león,92329,benzin,2021,1064000
ford,kuga,95845,dizel,2019,1140000
bmw,x1,123716,benzin,2013,1150000
audi,a3,91117,dizel,2017,1240000
seat,león,37383,hibrit ,2021,1150000
toyota,corolla,32531,benzin,2020,900000
mini,hatch,39903,benzin,2017,1080000
škoda,octavia,133513,dizel,2017,850000
ford,focus,47634,benzin,2017,910000
renault,captur,72349,dizel,2017,835000
hyundai,tucson,103504,benzin,2017,1165000
fiat,500x,51253,benzin,2015,874000
bmw,x1,68173,benzin,2015,1280000
vw,passat,32535,benzin,2021,1400000
opel,x,23648,dizel,2021,1010000
toyota,corolla,53187,benzin,2019,940000
seat,ibiza,39203,benzin,2021,860000
dacia,sandero,24663,benzin,2018,640000
seat,ateca,40866,benzin,2021,1320000
renault,clio,38045,benzin,2020,815000
škoda,scala,112064,dizel,2020,905000
hyundai,i30,127008,dizel,2017,910000
mazda,3,79587,benzin,2018,1120000
toyota,auris,87624,dizel,2012,650000
bmw,series,136757,dizel,2017,1120000
bmw,series,150925,benzin,2013,1140000
škoda,scala,55672,benzin,2020,1000000
suzuki,vitara,17745,benzin,2022,1130000
mercedes-benz,b-class,37528,dizel,2017,1350000
ford,focus,69950,dizel,2019,970000
kia,niro,103457,hibrit ,2017,1060000
toyota,corolla,80826,benzin,2016,790000
škoda,octavia,120494,dizel,2019,990000
hyundai,i30,98334,dizel,2017,980000
vw,golf,89970,benzin,2015,880000
hyundai,tucson,65443,benzin,2017,1120000
ford,focus,55351,dizel,2019,970000
ford,focus,102887,dizel,2019,920000
opel,astra,68155,benzin,2017,1060000
hyundai,tucson,77886,dizel,2020,1375000
jeep,compass,52039,benzin,2020,1500000
hyundai,i20,49012,benzin,2015,710000
renault,talisman,105217,dizel,2018,1290000
seat,león,144936,dizel,2017,750000
citroën,c4,93226,dizel,2012,640000
toyota,corolla,13262,benzin,2021,1040000
vw,passat,121564,dizel,2016,1340000
audi,a3,76370,dizel,2013,1060000
peugeot,peugeot,35374,benzin,2020,1180000
renault,clio,29270,benzin,2019,650000
vw,golf,46817,benzin,2018,1044000
kia,sportage,33902,benzin,2016,1060000
hyundai,i30,37796,dizel,2015,863000
škoda,scala,15914,benzin,2021,1070000
seat,león,21608,benzin,2022,1120000
toyota,c-hr,11934,benzin,2017,1100000
renault,clio,126769,dizel,2019,800000
audi,a3,120755,benzin,2016,1075000
peugeot,peugeot,38537,benzin,2017,1200000
suzuki,vitara,67880,benzin,2021,1060000
dacia,duster,73449,benzin,2020,780000
seat,león,63007,benzin,2018,1170000
ford,focus,80690,benzin,2014,828000
ford,focus,118160,benzin,2014,710000
bmw,series,110780,benzin,2013,1170000
ford,focus,120749,benzin,2017,860000
suzuki,vitara,14934,hibrit ,2021,1140000
ford,focus,62077,benzin,2013,772000
toyota,auris,47205,benzin,2016,896000
toyota,c-hr,141346,benzin/lpg,2017,980000
opel,x,29109,dizel,2020,1068000
renault,clio,114970,dizel,2019,750000
jeep,renegade,29457,benzin,2015,1060000
seat,ibiza,117344,benzin,2017,680000
toyota,c-hr,29587,hibrit ,2020,1150000
toyota,corolla,38258,benzin,2021,1000000
audi,a3,116419,dizel,2015,950000
hyundai,tucson,46518,benzin,2017,1220000
mini,countryman,30155,benzin,2018,1330000
peugeot,508,90665,dizel,2020,1100000
toyota,auris,60988,benzin,2012,739000
vw,golf,74669,benzin,2016,830000
renault,mégane,30058,benzin,2018,860000
audi,a3,147488,dizel,2014,940000
opel,astra,39974,benzin/lpg,2019,960000
bmw,series,127878,benzin,2015,1350000
nissan,qashqai,65754,benzin,2017,1000000
opel,astra,107745,benzin,2016,840000
škoda,kodiaq,81477,benzin,2020,1500000
suzuki,sx4,81937,benzin,2012,620000
mini,hatch,77776,dizel,2015,950000
peugeot,peugeot,75694,benzin,2017,1200000
škoda,octavia,111324,dizel,2014,860000
seat,ateca,58651,benzin,2017,1190000
renault,clio,32555,benzin,2020,680000
dacia,sandero,37027,benzin,2021,805000
renault,mégane,149851,dizel,2018,895000
honda,civic,30062,benzin/lpg,2019,1130000
audi,a4,139482,dizel,2014,1200000
hyundai,tucson,81862,dizel,2018,1270000
nissan,pulsar,79995,benzin,2016,770000
fiat,panda,61863,benzin/lpg,2020,569000
bmw,series,141278,benzin,2015,1520000
vw,golf,34735,benzin,2020,940000
mini,countryman,57437,benzin,2020,1380000
ford,focus,76192,benzin,2017,900000
opel,corsa,8795,benzin,2021,1030000
vw,polo,63705,benzin,2015,705000
audi,q2,86905,benzin,2018,1370000
mercedes-benz,c-class,118332,benzin,2017,1560000
bmw,series,153838,dizel,2015,1150000
renault,mégane,93710,dizel,2020,1140000
alfa,giulietta,109738,dizel,2016,806000
bmw,x1,116124,benzin,2013,1100000
nissan,qashqai,104053,dizel,2017,1040000
jeep,compass,91870,benzin,2018,1290000
mercedes-benz,a-class,131729,dizel,2016,1060000
škoda,fabia,135525,benzin,2017,680000
vw,jetta,58844,benzin,2015,918000
peugeot,peugeot,21055,benzin,2020,1540000
honda,jazz,64038,benzin,2012,760000
opel,x,27753,dizel,2020,1030000
audi,a3,143673,dizel,2016,1200000
mini,hatch,58707,benzin,2014,1000000
vw,jetta,108151,benzin,2013,770000
honda,civic,125761,dizel,2019,960000
mercedes-benz,b-class,65648,dizel,2014,1070000
seat,ibiza,32207,benzin,2019,820000
toyota,auris,90316,benzin,2015,852000
vw,golf,35388,benzin,2019,920000
honda,civic,67579,dizel,2018,1100000
vw,passat,140792,dizel,2017,1130000
vw,passat,127514,dizel,2017,1188000
renault,kadjar,62430,dizel,2017,1065000
vw,passat,30782,dizel,2012,950000
vw,jetta,96065,benzin,2016,860000
vw,golf,79304,dizel,2019,1080000
opel,insignia,110675,dizel,2016,980000
mercedes-benz,c-class,158247,dizel,2015,1445000
vw,passat,72557,benzin,2017,1130000
vw,golf,87693,benzin,2016,1020000
kia,ceed,116172,dizel,2015,725000
peugeot,308,30539,benzin,2020,1080000
kia,rio,49143,benzin,2019,704000
mazda,cx-3,92172,dizel,2016,960000
renault,mégane,61253,dizel,2020,1160000
seat,león,27659,benzin,2020,1140000
honda,civic,130151,dizel,2019,1000000
audi,a3,67516,benzin,2016,1080000
fiat,500l,7444,benzin,2021,840000
ford,ecosport,31724,benzin,2022,1015000
bmw,series,145802,benzin,2016,1280000
seat,león,42844,benzin,2018,1060000
honda,civic,57814,benzin,2017,970000
toyota,corolla,89367,dizel,2016,885000
ford,focus,131361,dizel,2016,800000
ford,focus,72834,dizel,2017,795000
kia,sportage,152107,benzin,2015,800000
nissan,qashqai,51334,benzin,2020,1228000
vw,polo,56981,benzin,2018,795000
dacia,sandero,81069,benzin/lpg,2021,765000
fiat,egea,31640,benzin,2020,700000
vw,passat,77658,benzin,2018,1140000
mercedes-benz,b-class,47546,benzin,2014,1100000
vw,passat,124508,dizel,2020,1250000
nissan,qashqai,83951,benzin,2018,980000
opel,astra,44917,benzin,2017,900000
hyundai,i20,35849,benzin,2016,760000
toyota,corolla,33664,hibrit ,2021,1164000
renault,mégane,50025,dizel,2020,1135000
nissan,qashqai,130536,dizel,2018,1080000
toyota,corolla,27416,benzin,2020,860000
mercedes-benz,gla-class,121712,dizel,2016,1435000
nissan,qashqai,68911,benzin/lpg,2020,1230000
audi,a3,122751,dizel,2016,1130000
opel,astra,42196,benzin,2019,860000
opel,astra,51935,benzin,2015,780000
hyundai,tucson,26704,benzin,2020,1300000
renault,clio,44031,dizel,2019,862000
seat,león,91693,dizel,2018,885000
renault,captur,41940,dizel,2020,1080000
renault,mégane,74989,dizel,2020,1170000
renault,mégane,55379,dizel,2022,1150000
mercedes-benz,c-class,75946,benzin,2016,1650000
škoda,octavia,142406,dizel,2015,880000
hyundai,tucson,99863,benzin,2017,1150000
renault,fluence,61342,dizel,2016,700000
vw,golf,108768,benzin,2016,960000
toyota,c-hr,57709,hibrit ,2017,1150000
vw,golf,109959,benzin,2019,1050000
honda,civic,107347,benzin/lpg,2019,1020000
hyundai,tucson,63495,benzin,2016,1120000
mini,hatch,48080,dizel,2015,1100000
ford,focus,86819,dizel,2020,1110000
hyundai,elantra,51653,benzin,2021,980000
opel,astra,33750,dizel,2018,1020000
honda,civic,43575,benzin,2021,1320000
mercedes-benz,a-class,80011,dizel,2014,1140000
ford,fiesta,70090,benzin,2017,670000
škoda,fabia,86523,benzin,2017,650000
renault,mégane,94937,dizel,2017,765000
nissan,qashqai,26578,benzin,2021,1280000
fiat,egea,41190,benzin/lpg,2018,655000
škoda,kamiq,41513,dizel,2020,1210000
peugeot,508,79066,dizel,2019,1235000
suzuki,vitara,11431,hibrit ,2022,1160000
audi,q2,53643,dizel,2020,1508000
vw,cc,123840,benzin,2016,1070000
hyundai,tucson,114246,benzin,2016,1140000
fiat,egea,85689,dizel,2016,680000
fiat,egea,53352,dizel,2021,750000
vw,polo,68458,benzin,2017,640000
toyota,c-hr,119848,hibrit ,2018,1070000
ford,focus,89225,dizel,2019,1000000
nissan,x-trail,98723,dizel,2018,1370000
hyundai,tucson,61631,dizel,2018,1200000
vw,polo,60098,dizel,2015,780000
audi,a3,74409,dizel,2016,1180000
opel,astra,39909,benzin,2020,810000
vw,golf,149601,benzin,2014,820000
vw,golf,28620,benzin,2021,970000
renault,mégane,32643,dizel,2020,950000
vw,polo,32868,benzin,2021,1080000
fiat,egea,13795,benzin,2022,1050000
vw,golf,157114,benzin,2013,695000
kia,sportage,53589,dizel,2019,1280000
bmw,series,97955,benzin,2018,1180000
seat,león,88994,benzin,2016,770000
ford,mondeo,105647,benzin,2016,950000
honda,civic,80658,benzin,2021,1170000
seat,león,73691,benzin,2016,745000
toyota,corolla,97090,hibrit (dizel/elektrik),2019,1040000
toyota,corolla,74123,benzin,2015,760000
škoda,karoq,65700,benzin,2018,1220000
nissan,qashqai,89812,benzin,2017,905000
nissan,x-trail,90624,dizel,2017,1340000
renault,captur,111203,dizel,2017,850000
opel,astra,24254,benzin,2019,790000
renault,kadjar,51246,benzin,2020,1100000
hyundai,tucson,95672,benzin,2017,1200000
renault,kadjar,84716,dizel,2015,960000
kia,sportage,120648,benzin/lpg,2017,1060000
kia,sportage,64911,dizel,2020,1260000
jeep,renegade,29706,benzin,2020,1155000
jeep,renegade,27250,benzin,2020,1160000
opel,x,58070,benzin,2020,1100000
audi,a3,70521,dizel,2015,1160000
fiat,500x,42273,benzin,2020,990000
škoda,karoq,81178,benzin,2018,1150000
audi,a3,117541,benzin,2016,1030000
audi,a3,92687,dizel,2017,1200000
vw,jetta,120737,benzin,2016,920000
toyota,auris,150196,dizel,2013,690000
ford,focus,139314,dizel,2018,785000
seat,león,42818,benzin,2016,845000
vw,tiguan,51391,benzin,2017,1280000
opel,astra,113458,benzin,2014,715000
vw,golf,76791,dizel,2017,1050000
kia,sportage,39017,dizel,2019,1260000
vw,golf,113479,benzin,2017,1020000
seat,león,101134,benzin,2017,1015000
ford,focus,141341,dizel,2017,885000
renault,mégane,121514,dizel,2019,900000
suzuki,swift,14686,hibrit (dizel/elektrik),2022,925000
ford,focus,129741,benzin/lpg,2016,825000
ford,focus,31815,benzin,2021,1070000
peugeot,308,46153,benzin,2020,980000
vw,passat,72130,benzin,2017,1140000
bmw,series,141708,benzin,2018,1420000
vw,tiguan,114221,benzin,2014,965000
ford,puma,52447,benzin,2020,1000000
opel,astra,48975,dizel,2016,915000
toyota,corolla,16749,benzin,2020,1190000
opel,x,11607,dizel,2020,1300000
honda,civic,55976,benzin,2018,1020000
renault,clio,119492,dizel,2017,720000
ford,kuga,112501,dizel,2017,1100000
škoda,octavia,153766,dizel,2014,805000
vw,passat,132071,dizel,2015,1152000
ford,focus,100264,benzin/lpg,2014,715000
honda,civic,48789,benzin,2019,1150000
seat,león,122475,dizel,2019,1070000
vw,golf,42681,benzin,2019,1070000
vw,golf,95445,benzin,2016,970000
vw,polo,38350,benzin,2019,930000
opel,astra,112981,dizel,2017,940000
seat,león,61772,dizel,2017,905000
vw,golf,53561,benzin,2016,815000
kia,sportage,87098,benzin,2017,1025000
nissan,qashqai,36241,benzin,2020,1140000
vw,jetta,49290,benzin,2017,855000
toyota,corolla,78023,dizel,2018,850000
audi,a3,66320,benzin,2018,1115000
kia,sportage,30083,benzin,2021,990000
renault,clio,13459,benzin,2022,845000
seat,ateca,73716,benzin,2020,1240000
opel,astra,78151,benzin,2016,750000
nissan,qashqai,88098,dizel,2015,900000
škoda,superb,129000,dizel,2017,1030000
vw,polo,25108,benzin,2021,850000
